Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Icebox,Rex Regum Qeon,kayo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,DRX,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,DRX,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,DRX,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,DRX,jett,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,DRX,cypher,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,BOOM Esports,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,BOOM Esports,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,BOOM Esports,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,BOOM Esports,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,BOOM Esports,iso,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Gen.G,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Gen.G,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Gen.G,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Gen.G,neon,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Gen.G,killjoy,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Global Esports,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Global Esports,jett,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Global Esports,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Global Esports,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Haven,Global Esports,iso,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DRX,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DRX,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DRX,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DRX,jett,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DRX,vyse,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,BOOM Esports,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,BOOM Esports,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,BOOM Esports,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,BOOM Esports,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,BOOM Esports,sova,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DetonatioN FocusMe,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DetonatioN FocusMe,jett,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DetonatioN FocusMe,astra,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DetonatioN FocusMe,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,DetonatioN FocusMe,kayo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,Paper Rex,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,Paper Rex,jett,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,Paper Rex,vyse,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,Paper Rex,fade,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Ascent,Paper Rex,kayo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,T1,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,T1,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,T1,fade,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,T1,iso,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,T1,raze,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Rex Regum Qeon,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Rex Regum Qeon,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Rex Regum Qeon,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Rex Regum Qeon,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Rex Regum Qeon,breach,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,DetonatioN FocusMe,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,DetonatioN FocusMe,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,DetonatioN FocusMe,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,DetonatioN FocusMe,neon,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,DetonatioN FocusMe,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Paper Rex,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Paper Rex,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Paper Rex,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Paper Rex,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,Paper Rex,raze,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,TALON,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,TALON,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,TALON,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,TALON,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,TALON,waylay,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,ZETA DIVISION,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,ZETA DIVISION,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,ZETA DIVISION,sova,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,ZETA DIVISION,neon,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Lotus,ZETA DIVISION,iso,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,DRX,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,DRX,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,DRX,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,DRX,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,DRX,breach,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Gen.G,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Gen.G,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Gen.G,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Gen.G,fade,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Gen.G,raze,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Nongshim RedForce,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Nongshim RedForce,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Nongshim RedForce,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Nongshim RedForce,neon,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Nongshim RedForce,deadlock,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,ZETA DIVISION,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,ZETA DIVISION,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,ZETA DIVISION,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,ZETA DIVISION,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,ZETA DIVISION,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Paper Rex,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Paper Rex,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Paper Rex,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Paper Rex,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Paper Rex,raze,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Global Esports,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Global Esports,fade,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Global Esports,raze,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Global Esports,deadlock,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,Global Esports,astra,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,DRX,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,DRX,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,DRX,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,DRX,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,DRX,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Gen.G,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Gen.G,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Gen.G,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Gen.G,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Gen.G,raze,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Nongshim RedForce,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Nongshim RedForce,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Nongshim RedForce,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Nongshim RedForce,neon,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Nongshim RedForce,deadlock,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,ZETA DIVISION,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,ZETA DIVISION,vyse,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,ZETA DIVISION,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,ZETA DIVISION,neon,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,ZETA DIVISION,iso,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Rex Regum Qeon,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Rex Regum Qeon,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Rex Regum Qeon,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Rex Regum Qeon,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Rex Regum Qeon,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Team Secret,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Team Secret,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Team Secret,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Team Secret,raze,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Team Secret,iso,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Paper Rex,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Paper Rex,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Paper Rex,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Paper Rex,fade,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Paper Rex,raze,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Global Esports,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Global Esports,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Global Esports,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Global Esports,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,Global Esports,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,T1,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,T1,viper,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,T1,killjoy,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,T1,jett,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,T1,kayo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,TALON,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,TALON,viper,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,TALON,sova,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,TALON,killjoy,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Icebox,TALON,jett,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Rex Regum Qeon,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Rex Regum Qeon,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Rex Regum Qeon,cypher,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Rex Regum Qeon,sova,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Rex Regum Qeon,iso,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Team Secret,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Team Secret,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Team Secret,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Team Secret,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,Team Secret,iso,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,T1,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,T1,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,T1,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,T1,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,T1,iso,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,TALON,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,TALON,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,TALON,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,TALON,cypher,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Haven,TALON,deadlock,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DRX,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DRX,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DRX,cypher,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DRX,jett,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DRX,kayo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Gen.G,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Gen.G,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Gen.G,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Gen.G,cypher,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Gen.G,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Rex Regum Qeon,omen,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Rex Regum Qeon,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Rex Regum Qeon,yoru,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Rex Regum Qeon,vyse,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Rex Regum Qeon,sova,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Team Secret,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Team Secret,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Team Secret,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Team Secret,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,Team Secret,jett,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DetonatioN FocusMe,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DetonatioN FocusMe,fade,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DetonatioN FocusMe,jett,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DetonatioN FocusMe,astra,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,DetonatioN FocusMe,kayo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,BOOM Esports,omen,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,BOOM Esports,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,BOOM Esports,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,BOOM Esports,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,BOOM Esports,sova,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,Nongshim RedForce,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,Nongshim RedForce,vyse,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,Nongshim RedForce,neon,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,Nongshim RedForce,killjoy,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,Nongshim RedForce,astra,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,ZETA DIVISION,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,ZETA DIVISION,yoru,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,ZETA DIVISION,vyse,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,ZETA DIVISION,killjoy,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Pearl,ZETA DIVISION,astra,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,DetonatioN FocusMe,tejo,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,DetonatioN FocusMe,vyse,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,DetonatioN FocusMe,breach,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,DetonatioN FocusMe,neon,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,DetonatioN FocusMe,brimstone,0,1,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,BOOM Esports,tejo,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,BOOM Esports,breach,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,BOOM Esports,neon,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,BOOM Esports,killjoy,1,0,1,2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Fracture,BOOM Esports,brimstone,1,0,1,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,tejo,4,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,omen,4,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,yoru,4,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,viper,4,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Rex Regum Qeon,breach,4,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,tejo,0,2,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,omen,5,2,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,viper,0,2,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,breach,0,2,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,waylay,0,2,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,yoru,5,0,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,vyse,5,0,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,fade,5,0,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Paper Rex,raze,5,0,7,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,omen,4,1,5,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,viper,4,1,5,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,vyse,4,1,5,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,fade,4,1,5,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,Gen.G,raze,4,1,5,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,omen,3,3,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,yoru,2,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,cypher,1,0,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,fade,3,1,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,raze,3,1,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,vyse,1,1,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,tejo,0,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,viper,1,2,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,breach,0,1,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,killjoy,1,1,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,DRX,deadlock,0,1,6,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,tejo,1,2,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,omen,1,2,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,breach,1,2,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,vyse,0,1,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,neon,0,1,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,cypher,1,1,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,TALON,waylay,1,1,3,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,omen,1,3,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,viper,1,3,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,fade,1,1,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,raze,1,1,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,iso,1,1,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,tejo,0,2,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,yoru,0,2,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,T1,breach,0,2,4,2025
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,BOOM Esports,tejo,1,1,2,2025
