Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played,Year
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Bilibili Gaming,fade,4,0,6,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,tejo,1,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,yoru,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,vyse,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,astra,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,fade,1,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,sova,2,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Xi Lai Gaming,chamber,2,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,yoru,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,astra,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,fade,1,0,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,deadlock,2,0,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,chamber,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,tejo,2,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Wolves Esports,vyse,1,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,tejo,1,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,yoru,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,vyse,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,astra,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,chamber,1,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,neon,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,EDward Gaming,sova,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,breach,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,yoru,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,vyse,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,astra,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Dragon Ranger Gaming,fade,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Trace Esports,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Trace Esports,yoru,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Trace Esports,neon,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Trace Esports,astra,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Trace Esports,killjoy,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Trace Esports,vyse,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Nova Esports,vyse,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Nova Esports,neon,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Nova Esports,astra,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Nova Esports,killjoy,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,Nova Esports,skye,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,TYLOO,tejo,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,TYLOO,yoru,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,TYLOO,vyse,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,TYLOO,astra,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,TYLOO,fade,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,yoru,0,4,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,neon,0,3,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,astra,0,4,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,killjoy,0,3,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,sova,0,3,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,tejo,0,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,vyse,0,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,All Gamers,fade,0,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,JDG Esports,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,JDG Esports,yoru,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,JDG Esports,vyse,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,JDG Esports,astra,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,JDG Esports,fade,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,FunPlus Phoenix,yoru,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,FunPlus Phoenix,viper,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,FunPlus Phoenix,cypher,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,FunPlus Phoenix,astra,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Pearl,FunPlus Phoenix,fade,1,0,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Bilibili Gaming,viper,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Bilibili Gaming,killjoy,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Bilibili Gaming,jett,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Bilibili Gaming,sova,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Bilibili Gaming,harbor,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Xi Lai Gaming,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Xi Lai Gaming,viper,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Xi Lai Gaming,killjoy,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Xi Lai Gaming,gekko,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Xi Lai Gaming,waylay,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Xi Lai Gaming,jett,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,viper,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,killjoy,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,sova,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,chamber,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,reyna,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,tejo,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,jett,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Wolves Esports,gekko,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,EDward Gaming,tejo,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,EDward Gaming,viper,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,EDward Gaming,killjoy,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,EDward Gaming,jett,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,EDward Gaming,kayo,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,omen,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,viper,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,killjoy,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,jett,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Dragon Ranger Gaming,kayo,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,tejo,2,3,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,viper,2,3,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,deadlock,2,3,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,gekko,2,3,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,waylay,0,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,jett,2,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Titan Esports Club,reyna,0,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Nova Esports,tejo,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Nova Esports,viper,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Nova Esports,killjoy,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Nova Esports,jett,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,Nova Esports,kayo,1,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,viper,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,killjoy,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,kayo,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,gekko,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,waylay,1,0,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,TYLOO,jett,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,tejo,2,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,viper,2,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,vyse,2,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,gekko,2,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,waylay,1,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,JDG Esports,jett,1,0,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,FunPlus Phoenix,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,FunPlus Phoenix,viper,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,FunPlus Phoenix,vyse,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,FunPlus Phoenix,jett,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Icebox,FunPlus Phoenix,gekko,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Bilibili Gaming,tejo,4,2,6,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Bilibili Gaming,breach,4,2,6,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Bilibili Gaming,cypher,4,2,6,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Bilibili Gaming,neon,4,2,6,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Bilibili Gaming,brimstone,4,2,6,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,tejo,4,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,breach,4,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,vyse,0,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,brimstone,4,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,waylay,0,1,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,cypher,4,0,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Xi Lai Gaming,neon,4,0,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,breach,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,brimstone,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,killjoy,1,0,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,raze,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,cypher,0,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Wolves Esports,neon,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,tejo,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,breach,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,cypher,1,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,brimstone,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,waylay,1,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,vyse,2,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,EDward Gaming,neon,2,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,breach,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,yoru,1,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,cypher,1,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,brimstone,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,fade,1,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,tejo,1,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,vyse,1,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Dragon Ranger Gaming,raze,1,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Titan Esports Club,tejo,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Titan Esports Club,breach,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Titan Esports Club,cypher,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Titan Esports Club,brimstone,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Titan Esports Club,raze,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Trace Esports,tejo,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Trace Esports,breach,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Trace Esports,yoru,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Trace Esports,vyse,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Trace Esports,brimstone,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Nova Esports,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Nova Esports,breach,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Nova Esports,cypher,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Nova Esports,neon,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,Nova Esports,brimstone,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,tejo,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,breach,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,vyse,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,brimstone,2,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,waylay,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,cypher,2,0,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,TYLOO,neon,2,0,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,All Gamers,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,All Gamers,breach,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,All Gamers,cypher,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,All Gamers,neon,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,All Gamers,brimstone,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,tejo,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,breach,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,vyse,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,brimstone,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,raze,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,cypher,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,JDG Esports,neon,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,FunPlus Phoenix,tejo,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,FunPlus Phoenix,breach,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,FunPlus Phoenix,vyse,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,FunPlus Phoenix,neon,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Fracture,FunPlus Phoenix,brimstone,0,1,1,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,tejo,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,breach,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,omen,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,yoru,0,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,viper,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Bilibili Gaming,neon,2,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,tejo,6,1,7,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,breach,6,1,7,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,omen,6,1,7,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,yoru,6,1,7,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,vyse,2,1,7,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Xi Lai Gaming,viper,4,0,7,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,tejo,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,breach,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,omen,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,yoru,1,0,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,viper,2,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Wolves Esports,neon,1,2,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,tejo,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,breach,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,omen,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,viper,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,neon,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,vyse,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,sova,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,EDward Gaming,iso,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Dragon Ranger Gaming,tejo,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Dragon Ranger Gaming,breach,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Dragon Ranger Gaming,omen,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Dragon Ranger Gaming,yoru,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Dragon Ranger Gaming,cypher,3,1,4,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,breach,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,omen,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,fade,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,deadlock,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,raze,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,tejo,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Titan Esports Club,viper,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,tejo,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,breach,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,omen,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,yoru,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Trace Esports,viper,3,2,5,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,breach,0,3,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,vyse,0,3,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,astra,0,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,deadlock,0,3,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,raze,0,3,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,Nova Esports,omen,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,tejo,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,breach,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,omen,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,viper,1,2,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,waylay,1,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,neon,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,All Gamers,deadlock,0,1,3,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,omen,0,2,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,vyse,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,neon,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,astra,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,fade,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,tejo,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,breach,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,viper,0,1,2,2025
Champions Tour 2025: China Stage 1,All Stages,All Match Types,Lotus,JDG Esports,waylay,0,1,2,2025
